,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
465,No,travel_rarely,1582.7713464696226, Research & Development ,1,4,,466,1,0,3,4, MaNagEr ,1,,"12783,92$","33238,20$",2,,11,"3,0",1,,1,"22,0",3,,19,11,16,1983,,True
466,No,travel_rarely,556.2566609977324, Sales ,2,2,,467,1,1,4,2, SaLeS exeCuTIVe ,3,Single,"4492,84$","11681,39$",0,No,14,"3,0",2,Part Time,0,"9,0",5,"2,0",8,0,7,1996,"53914,11$",False
467,No,,1032.4872861766066,,6,3,Medical,468,3,0,3,3, rESEARCh diReCtoR ,1,Married,"8339,32$","21682,23$",9,No,13,"3,0",2,,1,"18,0",3,"4,0",13,5,7,1981,,1
468,No,travel_frequently,290.03550973654063,,6,3,Other,469,3,0,4,1, LaBorAtoRY tEchNIciaN ,4,Married,"2342,59$","6090,75$",0,No,18,"3,0",1,Part Time,1,"8,0",3,"3,0",7,7,7,1997,"28111,13$",True
469,No,travel_frequently,556.2566609977324,,1,2,Life Sciences,470,3,0,2,2, SaLeS ExECutiVe ,4,Married,,"11681,39$",1,,12,"3,0",3,Part Time,1,"7,0",2,"3,0",7,0,7,1995,"53914,11$",True
470,No,,556.2566609977324,,14,4,,471,3,0,3,2, ResEaRCh ScIENTiST ,2,Married,"4492,84$","11681,39$",8,,18,"3,0",3,Part Time,1,,4,"4,0",8,1,7,1976,"53914,11$",0
471,No,travel_rarely,1032.4872861766066,,13,4,Medical,472,4,0,3,3, SalES ExecutivE ,3,Divorced,"8339,32$","21682,23$",1,No,18,"3,0",3,Part Time,1,"9,0",2,"2,0",8,1,1,1989,"100071,84$",1
472,No,,290.03550973654063, Research & Development ,1,3,Medical,473,3,0,3,1, lAboRaTory tECHNIciAN ,1,Single,"2342,59$","6090,75$",0,No,13,"3,0",4,Part Time,0,"8,0",6,,7,7,6,1997,"28111,13$",1
473,No,travel_rarely,556.2566609977324,,9,3,,474,4,0,3,2, Sales eXeCUtIVE ,4,,,"11681,39$",1,,14,"3,0",1,Part Time,0,,5,,7,0,7,1996,"53914,11$",0
474,Yes,travel_frequently,556.2566609977324, Sales ,26,4,Marketing,475,1,0,3,2, saLes eXECUTIVe ,4,,"4492,84$","11681,39$",1,Yes,11,"3,0",3,Part Time,0,"10,0",4,"3,0",10,0,8,1992,"53914,11$",Yes
475,No,travel_frequently,556.2566609977324,,7,2,Life Sciences,476,4,0,3,2, hEALTHcaRe rePrESentATIve ,3,Divorced,"4492,84$","11681,39$",1,,20,,3,,3,"9,0",2,"3,0",9,2,8,1990,,Yes
476,No,,1032.4872861766066,,10,3,,477,3,1,3,3, resEarch diReCtor ,3,Married,"8339,32$","21682,23$",4,No,20,"4,0",3,Part Time,1,"13,0",2,"4,0",11,4,8,1992,"100071,84$",1
477,No,,525.984126984127,,9,4,Medical,478,2,0,3,2, REseaRCH SCIENTIsT ,3,,,"11045,67$",1,No,19,"3,0",2,Part Time,0,"10,0",5,"3,0",10,0,8,1988,"50980,00$",1
478,No,travel_rarely,556.2566609977324,,15,2,,479,2,1,3,2, hEalthcarE ReprESeNTatiVe ,4,Married,"4492,84$","11681,39$",0,Yes,13,,1,Part Time,1,,6,"3,0",9,8,1,1990,"53914,11$",Yes
479,No,travel_rarely,556.2566609977324,,24,1,Life Sciences,480,1,0,3,2, resEaRcH SCieNTiST ,4,Single,"4492,84$","11681,39$",7,No,13,,1,,0,,2,"3,0",7,1,7,1984,,False
480,No,travel_rarely,1032.4872861766066,,-46,3,,481,46,1,2,3, salEs ExECutIvE ,4,Marreid,,"21682,23$",0,No,19,"3,0",3,Part Time,2,"10,0",2,"3,0",9,3,4,1987,"100071,84$",Yes
481,No,travel_rarely,1400.079365079365,,28,4,Life Sciences,482,1,1,2,4, maNUfaCtuRINg dIReCTor ,2,Married,"11308,33$","29401,67$",0,No,23,,3,Full Time,1,"21,0",3,"3,0",20,0,10,1982,"135700,00$",Yes
482,No,,692.5079365079365, Sales ,28,3,Marketing,483,4,1,2,2, saLes EXEcuTiVe ,3,Married,,"14542,67$",1,No,21,"4,0",4,Full Time,2,"8,0",2,"3,0",8,1,7,1989,"67120,00$",False
483,No,travel_rarely,556.2566609977324,,10,2,,484,1,1,3,2, SaLes exECutiVe ,4,Married,"4492,84$","11681,39$",1,No,11,"3,0",3,,1,"10,0",1,"3,0",10,1,9,1985,,1
484,No,travel_rarely,1030.8174603174605,,6,1,,485,4,0,2,3, hEALthcarE REPrESEnTATIve ,1,,"8325,83$","21647,17$",4,,15,"3,0",1,Part Time,1,,5,"3,0",7,1,7,1984,"99910,00$",1
485,No,travel_rarely,1032.4872861766066,,7,4,,486,1,1,3,3, reSeArch dIRectoR ,2,Single,,"21682,23$",0,No,11,,3,Part Time,0,,4,"3,0",12,2,11,1989,"100071,84$",0
486,No,travel_rarely,1057.3333333333337,,7,4,Medical,487,1,1,2,3, HeAlthCArE RePReSeNtaTIVe ,4,Married,"8540,00$","22204,00$",3,,14,,4,Full Time,1,"24,0",4,"3,0",22,5,17,1979,"102480,00$",True
487,No,,556.2566609977324,,5,4,,488,1,0,3,2, SAlES EXEcUtIve ,4,Single,"4492,84$","11681,39$",4,,21,,3,Part Time,0,"14,0",4,"3,0",9,0,8,1977,"53914,11$",Yes
488,No,travel_frequently,1582.7713464696226, Research & Development ,10,3,Life Sciences,489,4,0,2,4, mAnaGeR ,1,Divorced,,"33238,20$",4,,13,"3,0",2,Full Time,1,,2,"2,0",7,7,7,1982,"153407,07$",0
489,No,,1128.5238095238096, Research & Development ,2,4,,490,3,1,3,3, HEALThCaRe rePResEnTaTivE ,3,Single,"9115,00$","23699,00$",0,No,25,"4,0",4,,0,"20,0",1,"3,0",19,11,8,1984,,0
490,No,travel_rarely,267.531746031746,,2,3,Medical,491,4,1,2,1, labORAtOry tecHnICiAn ,1,Divorced,"2160,83$","5618,17$",0,Yes,11,"3,0",3,Part Time,1,"10,0",4,"3,0",9,7,8,1981,"25930,00$",True
491,No,travel_frequently,1225.5079365079364, Research & Development ,5,4,,492,4,1,3,3, mAnAgEr ,2,Married,"9898,33$","25735,67$",6,,11,,2,,2,"12,0",2,"3,0",10,8,8,1990,,True
492,No,travel_rarely,835.1984126984128,,5,4,Technical Degree,493,3,0,3,3, manUfacTUriNg dirEctOr ,2,Single,"6745,83$","17539,17$",0,No,13,"3,0",4,Part Time,0,"17,0",5,"3,0",16,0,13,1988,"80950,00$",1
493,Yes,travel_rarely,1032.4872861766066,,15,1,Medical,494,2,0,3,3, MaNager ,3,Married,,"21682,23$",7,,12,"3,0",4,Part Time,0,"15,0",2,"4,0",7,7,7,1990,"100071,84$",True
494,No,travel_rarely,1582.7713464696226,,6,3,Life Sciences,495,2,1,3,4, ManuFACTurInG dIreCToR ,3,Single,,"33238,20$",7,No,15,"3,0",3,Full Time,0,"22,0",3,"3,0",20,5,13,1983,"153407,07$",False
495,No,travel_rarely,1973.9841269841268,,10,4,Human Resources,496,2,0,2,5, mANager ,4,Divorced,"15943,72$","41453,67$",3,No,15,"3,0",2,Full Time,3,"23,0",2,"2,0",21,12,6,1982,"191324,62$",0
496,No,,556.2566609977324,,7,3,,497,4,1,2,2, heAlthCARE REPresentAtivE ,1,,,"11681,39$",8,No,19,"3,0",1,Part Time,0,,2,"1,0",7,0,7,1996,"53914,11$",False
497,No,travel_rarely,1739.1111111111113,,3,4,Marketing,498,3,0,2,4, mANager ,1,,"14046,67$","36521,33$",1,,11,"3,0",1,Full Time,0,,3,"4,0",34,1,16,1971,"168560,00$",Yes
498,No,travel_rarely,1582.7713464696226,,26,4,Marketing,499,1,1,3,4, MaNaGer ,3,Married,"12783,92$","33238,20$",2,No,14,"3,0",3,Full Time,1,,2,"2,0",20,4,17,1972,"153407,07$",False
499,No,travel_rarely,468.1031746031746,,2,2,Marketing,500,3,1,3,2, sAlEs ExECUtiVE ,4,,"3780,83$","9830,17$",0,,22,"4,0",1,Part Time,1,"8,0",2,"3,0",7,7,7,1976,"45370,00$",Yes
500,No,non-travel,1849.301587301588, Research & Development ,2,4,,501,1,0,3,4, MaNageR ,1,Divorced,,"38835,33$",1,,11,"3,0",4,Full Time,1,"31,0",3,"3,0",31,14,7,1973,"179240,00$",False
501,No,travel_rarely,414.1428571428571, Research & Development ,21,1,Life Sciences,502,4,1,3,2, HeAlThCarE rEpreSentatiVe ,4,Married,"3345,00$","8697,00$",1,,25,"4,0",4,Part Time,1,"10,0",2,"1,0",10,0,7,1988,"40140,00$",True
502,No,travel_rarely,1314.6507936507935,,1,1,,503,4,1,2,4, MANuFaCTURiNG DIrEctOr ,4,Married,"10618,33$","27607,67$",1,No,16,"3,0",3,Full Time,1,,3,"3,0",21,11,8,1984,"127420,00$",True
503,No,travel_frequently,1032.4872861766066,,22,3,Medical,504,4,1,3,3, MaNUFaCtURINg dIrEcToR ,1,Single,"8339,32$","21682,23$",1,,13,"3,0",3,Part Time,0,,2,"3,0",21,2,8,1984,"100071,84$",0
504,No,,348.3174603174604,,7,2,,505,2,1,4,1, reseaRcH SCIEnTisT ,3,,,"7314,67$",1,No,13,"3,0",3,Full Time,0,,3,"3,0",10,0,8,1982,"33760,00$",False
505,Yes,,1081.4761904761906, Human Resources ,1,2,Medical,506,2,0,2,3, HUMAN ResoURCeS ,1,Married,"8735,00$","22711,00$",9,No,14,,4,Full Time,1,"24,0",1,"3,0",20,3,6,1979,"104820,00$",Yes
506,No,,1582.7713464696226,,2,2,Medical,507,4,0,3,4, MAnagER ,1,,"12783,92$","33238,20$",0,No,17,"3,0",4,,1,"23,0",3,"3,0",22,13,7,1981,,False
507,No,travel_rarely,1032.4872861766066,,7,4,Life Sciences,508,2,0,3,3, healThCaRE RepREsEntAtIve ,2,Single,,"21682,23$",7,,19,"3,0",4,Part Time,0,"18,0",4,,8,4,0,1971,"100071,84$",Yes
508,No,,290.03550973654063,,1,3,,509,3,0,4,1, hUmAN ReSouRCes ,3,,"2342,59$","6090,75$",1,No,13,"3,0",4,Part Time,1,"7,0",2,"4,0",7,5,0,1985,"28111,13$",1
509,No,,290.03550973654063, Human Resources ,1,2,Life Sciences,510,4,1,3,1, huMAn ResOurces ,1,,,"6090,75$",6,,12,"3,0",3,Part Time,0,"10,0",3,"4,0",7,5,7,1977,"28111,13$",True
510,No,,438.3888888888889,,4,4,Life Sciences,511,3,0,3,2, rESEArCh sCIEnTiST ,3,Single,"3540,83$","9206,17$",1,,11,"3,0",2,Part Time,0,,3,"3,0",9,1,1,1988,"42490,00$",False
511,No,travel_rarely,675.6904761904763, Research & Development ,29,1,Life Sciences,512,3,0,1,2, mANUfacTURiNG dIRectOR ,2,Married,"5457,50$","14189,50$",1,,14,,2,,2,"8,0",2,"2,0",8,1,7,1995,,1
512,No,,1582.7713464696226,,28,3,Life Sciences,513,4,0,3,4, resEaRCh dIrEcTOR ,1,Married,"12783,92$","33238,20$",3,No,13,"3,0",3,,1,,1,"4,0",20,14,17,1979,,1
513,No,,1486.8492063492065,,22,5,,514,3,0,1,4, ReseaRCh directoR ,4,,"12009,17$","31223,83$",1,,13,"3,0",4,,0,,2,"3,0",32,13,9,1973,,0
514,No,travel_rarely,2020.7777777777776,,-23,5,Marketing,515,3,0,2,5, MAnagER ,4,,,"42436,33$",1,No,21,"4,0",3,Full Time,1,"36,0",3,"3,0",36,2,13,1968,"195860,00$",1
515,No,,849.8492063492063, Sales ,6,3,,516,4,0,4,3, saLES eXEcUTiVE ,3,Married,"6864,17$","17846,83$",2,No,11,"3,0",1,Part Time,1,"11,0",3,"3,0",7,7,6,1984,"82370,00$",True
516,No,,331.29365079365084, Research & Development ,-13,4,,517,13,1,3,1, labORaTORY teChNIcIaN ,1,,"2675,83$","6957,17$",1,,14,"3,0",4,,1,"10,0",3,"2,0",9,1,4,1974,,True
517,No,,1723.4285714285716,,28,2,Technical Degree,518,4,1,2,4, rESeaRch DiREctor ,2,Single,"13920,00$","36192,00$",1,,11,,3,,0,"21,0",2,"3,0",21,8,6,1978,,False
518,No,,1032.4872861766066,,2,3,,519,3,0,3,3, saleS ExeCUTIVe ,4,,"8339,32$","21682,23$",4,,12,"3,0",2,Part Time,1,,5,"2,0",10,0,3,1977,"100071,84$",False
519,No,,492.5555555555556,,15,3,,520,4,1,2,1, ResEarCh SCiEnTist ,1,Married,,"10343,67$",0,No,19,"3,0",4,Full Time,1,,2,,7,7,3,1996,"47740,00$",0
520,No,travel_rarely,1973.9841269841268,,2,3,,521,1,0,3,5, ManagEr ,3,Married,"15943,72$","41453,67$",5,,11,"3,0",1,,0,"24,0",2,"2,0",22,4,14,1981,,1
521,No,,556.2566609977324, Sales ,2,3,,522,4,0,2,2, saLes eXeCUTivE ,2,Married,,"11681,39$",2,,14,"3,0",4,Part Time,0,"17,0",3,"2,0",9,0,8,1974,"53914,11$",True
522,No,travel_rarely,556.2566609977324,,15,2,Life Sciences,523,4,1,2,2, laborAtOry tEChniCIAn ,3,Single,,"11681,39$",0,Yes,12,"3,0",4,Part Time,0,"10,0",3,"3,0",9,0,8,1994,"53914,11$",True
523,No,non-travel,471.3015873015873,,-12,4,Marketing,524,12,0,3,2, SalES exECutIVe ,3,,"3806,67$","9897,33$",0,No,20,"4,0",3,Part Time,0,,2,"3,0",9,8,7,1989,"45680,00$",False
524,No,,618.3253968253969,,1,4,,525,1,0,2,2, manUFACtURinG DIREcTOR ,3,Divorced,"4994,17$","12984,83$",1,No,18,"3,0",3,,1,,2,,7,0,7,1986,"59930,00$",False
525,No,,670.5317460317461,,11,3,,526,2,0,2,2, ManUFaCtURInG dIReCToR ,2,Single,"5415,83$","14081,17$",1,No,13,"3,0",3,Full Time,0,"6,0",3,"3,0",6,0,3,1987,"64990,00$",True
526,No,,356.1587301587302,,29,3,,527,3,0,3,1, rESEArch SciEntIST ,4,Single,,"7479,33$",5,,13,"3,0",2,Full Time,0,"9,0",2,"2,0",6,0,3,1978,"34520,00$",1
527,No,travel_rarely,290.03550973654063,,15,3,,528,3,0,3,1, reSearch sCienTiSt ,4,,,"6090,75$",1,No,19,"3,0",1,Part Time,0,"6,0",1,"3,0",6,1,5,1994,"28111,13$",False
528,No,,660.0079365079365,,1,3,,529,3,1,3,2, manUFaCTUriNg DIrectOR ,2,,"5330,83$","13860,17$",1,No,20,"4,0",1,Full Time,1,"6,0",6,"1,0",6,1,4,1997,"63970,00$",False
529,No,,556.2566609977324,,9,4,Life Sciences,530,2,0,3,2, saLes exEcutiVE ,4,Single,,"11681,39$",1,No,16,"3,0",4,Part Time,0,,1,"3,0",7,0,7,1995,"53914,11$",1
530,No,travel_frequently,556.2566609977324,,-30,4,Technical Degree,531,4,1,2,2, HeALthcare RePREsENTativE ,4,Married,,"11681,39$",0,No,11,"3,0",4,,3,"7,0",4,"4,0",6,0,4,1981,"53914,11$",Yes
531,No,travel_rarely,556.2566609977324, Sales ,2,1,Life Sciences,532,2,0,3,2, Sales exECutIVE ,4,,,"11681,39$",4,Yes,13,"3,0",3,Part Time,0,"10,0",2,"4,0",6,0,5,1992,"53914,11$",True
532,No,travel_rarely,1032.4872861766066,,-47,3,,533,47,1,3,3, MAnUfaCTUrINg dIrEctor ,4,Single,"8339,32$","21682,23$",4,,17,"3,0",4,Part Time,0,,3,"4,0",6,1,2,1986,"100071,84$",Yes
533,No,non-travel,1032.4872861766066,,9,4,,534,1,0,3,3, sALES ExEcUTiVE ,2,Divorced,,"21682,23$",1,No,13,"3,0",4,Part Time,1,"9,0",6,"3,0",9,7,7,1986,"100071,84$",0
534,No,travel_rarely,556.2566609977324,,1,4,Life Sciences,535,2,1,3,2, mANUfacTurING dirECtOr ,2,Married,"4492,84$","11681,39$",6,,12,"3,0",2,Part Time,1,"8,0",2,"2,0",6,4,3,1986,"53914,11$",0
535,No,travel_rarely,281.1507936507937,,23,3,Medical,536,2,0,4,1, REseaRCH SCiEntIst ,4,,,"5904,17$",1,,11,"3,0",2,Part Time,2,,3,"3,0",6,1,4,1999,"27250,00$",1
536,No,,1973.9841269841268,,3,3,,537,1,0,3,5, manaGer ,2,Married,"15943,72$","41453,67$",1,No,11,"3,0",3,,1,,2,"3,0",32,10,7,1973,,False
537,No,,373.6984126984127,,1,2,Life Sciences,538,2,0,2,1, RESEarCh SCIeNtIst ,4,,"3018,33$","7847,67$",1,Yes,13,"3,0",4,Full Time,1,"6,0",3,"3,0",6,1,3,1989,"36220,00$",True
538,No,travel_frequently,556.2566609977324,,3,1,Medical,539,4,1,4,2, saLES ExecUTIvE ,4,,,"11681,39$",1,,20,,2,,2,,3,"3,0",6,0,4,1996,"53914,11$",0
539,No,,637.6190476190476, Sales ,-42,1,,540,42,1,3,2, saleS eXEcuTIvE ,4,Single,,"13390,00$",1,No,23,"4,0",2,Full Time,0,"6,0",5,"2,0",6,1,4,1998,"61800,00$",False
540,No,,647.3174603174604, Sales ,-25,3,Other,541,4,0,3,2, SALes ExeCUtive ,4,Single,"5228,33$","13593,67$",1,No,22,"4,0",3,Full Time,0,"6,0",5,"3,0",6,1,4,1989,"62740,00$",Yes
541,No,,452.00793650793656, Research & Development ,2,4,,542,3,1,2,1, reSearCH SCieNtIst ,1,,,"9492,17$",1,,11,,3,Full Time,0,"6,0",3,"3,0",6,1,3,1989,"43810,00$",1
542,No,,1032.4872861766066,,7,3,Other,543,3,0,3,3, MaNufaCtUrINg DirecTOr ,3,Single,"8339,32$","21682,23$",3,No,21,"4,0",2,,0,"17,0",3,"4,0",8,1,6,1988,,False
543,No,,264.0238095238095,,-16,1,Medical,544,16,1,2,1, RESeArcH SCIENtist ,1,,,"5544,50$",1,,11,"3,0",4,Part Time,0,"6,0",3,"2,0",6,1,1,1988,"25590,00$",0
544,No,,566.2222222222222, Research & Development ,1,4,,545,3,1,4,2, HEALThcaRe RePresENtaTiVE ,2,Married,"4573,33$","11890,67$",1,Yes,13,"3,0",1,Full Time,1,,2,"3,0",6,1,2,1990,"54880,00$",True
545,No,,259.3809523809524,,28,4,Life Sciences,546,3,1,3,1, ResEaRcH scIEnTIsT ,4,Divorced,"2095,00$","5447,00$",4,No,22,"4,0",1,Part Time,1,"11,0",1,"3,0",7,1,7,1994,"25140,00$",0
546,No,travel_frequently,290.03550973654063, Research & Development ,10,3,,547,4,1,3,1, rEsEARch sCientIST ,2,divorced,"2342,59$","6090,75$",0,No,14,"3,0",4,Part Time,2,"8,0",2,"2,0",7,1,1,1994,"28111,13$",1
547,No,,556.2566609977324,,9,1,Life Sciences,548,2,1,3,2, sAlEs Executive ,3,Married,"4492,84$","11681,39$",1,,20,"4,0",1,Part Time,0,,3,"2,0",6,1,3,1989,"53914,11$",0
548,No,travel_rarely,329.74603174603175,,19,4,Medical,549,4,0,2,1, LAbOrATOry techNicIan ,1,Married,"2663,33$","6924,67$",1,,12,"3,0",3,,3,"6,0",2,"3,0",6,3,3,1995,"31960,00$",0
549,No,,290.03550973654063,,2,1,Life Sciences,550,1,1,4,1, ReSearcH scIEntist ,4,Married,,"6090,75$",1,,13,"3,0",4,Part Time,1,"10,0",5,"3,0",10,7,7,1979,"28111,13$",0
550,No,travel_rarely,556.2566609977324, Research & Development ,11,2,,551,3,0,3,2, HealthcARE RePreSENtAtiVe ,1,Married,"4492,84$","11681,39$",1,Yes,12,,4,Part Time,0,"6,0",2,"2,0",6,0,1,1992,"53914,11$",False
551,No,,290.03550973654063, Research & Development ,4,2,Life Sciences,552,3,0,3,1, ResEArch ScieNTiST ,4,,"2342,59$","6090,75$",1,Yes,20,"4,0",2,Part Time,0,,2,"2,0",8,2,2,1997,"28111,13$",0
552,No,travel_rarely,352.8571428571429,,1,3,,553,1,0,3,1, reSEarCh ScIeNTIST ,4,,"2850,00$","7410,00$",7,No,12,"3,0",3,Full Time,1,"17,0",2,"2,0",6,1,2,1976,"34200,00$",True
553,No,,290.03550973654063, Research & Development ,5,2,,554,3,0,4,1, labORaTORy TecHniciAN ,3,Single,"2342,59$","6090,75$",0,No,14,"3,0",1,Part Time,0,"7,0",2,"1,0",6,1,3,1986,"28111,13$",0
554,No,,421.67460317460313,,1,4,,555,4,0,3,2, ResEaRch ScieNTiSt ,1,Married,"3405,83$","8855,17$",4,,14,"3,0",2,,1,"9,0",3,"2,0",6,1,2,1991,,True
555,No,,556.2566609977324,,2,3,Medical,556,4,0,3,2, ReseARch SciENTISt ,2,Divorced,"4492,84$","11681,39$",0,No,13,"3,0",3,Part Time,2,"10,0",4,"2,0",9,1,6,1991,"53914,11$",1
556,No,non-travel,553.8412698412699,,16,3,Life Sciences,557,3,1,3,2, saLes eXeCutIvE ,4,,,"11630,67$",1,Yes,25,"4,0",3,Part Time,1,"7,0",2,"3,0",6,1,2,1990,"53680,00$",0
557,Yes,,1334.6666666666667, Sales ,9,3,,558,3,0,1,4, SalEs exECUTIvE ,3,Married,,"28028,00$",7,No,11,,3,Full Time,0,"25,0",3,"1,0",23,14,10,1976,"129360,00$",Yes
558,Yes,,556.2566609977324,,1,2,,559,2,1,3,2, SaLEs ExEcUTIVE ,4,,"4492,84$","11681,39$",8,Yes,11,"3,0",1,Part Time,0,"8,0",0,"1,0",6,0,5,1982,"53914,11$",0
559,No,travel_rarely,290.03550973654063, Research & Development ,16,3,Medical,560,1,0,4,1, LabOrATory TEChNICiaN ,2,Married,,"6090,75$",0,,13,"3,0",3,Part Time,1,"6,0",5,"3,0",5,0,3,1988,"28111,13$",0
560,No,travel_rarely,290.03550973654063,,2,3,Life Sciences,561,3,0,3,1, REseaRCh SCiENTIst ,2,Married,"2342,59$","6090,75$",0,No,23,"4,0",4,Part Time,1,,3,"3,0",5,0,4,1994,"28111,13$",False
561,No,travel_rarely,556.2566609977324,,1,3,Life Sciences,562,2,0,3,2, reseARCH sCIEntiST ,2,,"4492,84$","11681,39$",1,No,17,"3,0",2,Part Time,2,"10,0",3,"3,0",10,0,9,1991,"53914,11$",1
562,No,travel_rarely,290.03550973654063,,1,3,Medical,563,2,0,2,1, RESeaRCh sCientIsT ,3,Single,"2342,59$","6090,75$",1,No,18,"3,0",1,Part Time,0,"6,0",3,"3,0",6,0,4,1988,"28111,13$",False
563,No,,1032.4872861766066,,-13,3,,564,4,0,1,3, mAnUfactURing dIReCtOr ,4,,"8339,32$","21682,23$",4,No,11,"3,0",1,,0,"37,0",3,"2,0",6,0,2,1967,,1
564,No,,435.5,,4,3,Medical,565,2,0,3,2, sales ExEcUtiVe ,3,,,"9145,50$",1,,15,"3,0",2,Part Time,0,"5,0",3,"4,0",5,0,4,1995,"42210,00$",Yes
565,Yes,travel_rarely,556.2566609977324,,5,3,,566,3,0,2,2, sALES eXeCutiVE ,3,Single,"4492,84$","11681,39$",1,Yes,11,"3,0",4,,0,,1,"3,0",6,0,3,1998,,Yes
566,Yes,,512.0555555555557,,14,4,Life Sciences,567,2,1,3,1, reseARcH scieNtISt ,2,,,"10753,17$",9,,18,"3,0",1,Full Time,3,"7,0",2,"3,0",5,4,3,1967,"49630,00$",Yes
567,No,,290.03550973654063, Research & Development ,6,3,,568,3,1,2,1, reSeArcH scieNtist ,2,Married,,"6090,75$",1,,19,"3,0",3,Part Time,0,"5,0",3,"2,0",5,4,3,1997,"28111,13$",False
568,Yes,,433.3333333333333,,9,3,Medical,569,1,1,3,1, labORatOry technICiAn ,1,,"3500,00$","9100,00$",7,No,22,"4,0",1,,0,,2,"4,0",5,0,4,1991,,False
569,No,travel_rarely,290.03550973654063,,18,3,Life Sciences,570,1,1,3,1, rEsEArch SCIeNtIsT ,3,Single,"2342,59$","6090,75$",1,No,14,"3,0",3,Part Time,0,,4,"2,0",5,0,4,1993,"28111,13$",True
570,No,travel_rarely,1973.9841269841268,,11,3,,571,3,1,3,5, mAnAGER ,2,,"15943,72$","41453,67$",3,,15,"3,0",2,,0,,5,"3,0",5,4,4,1973,,0
571,No,,290.03550973654063,,6,5,Life Sciences,572,3,0,3,1, ReSEArcH sCiEntIST ,3,,"2342,59$","6090,75$",3,No,20,"4,0",1,Part Time,0,"8,0",2,,5,1,4,1991,"28111,13$",False
572,No,travel_rarely,516.4920634920635,,4,2,,573,3,1,3,2, SalEs eXEcUTIVe ,1,,"4171,67$","10846,33$",4,,11,"3,0",1,,1,"9,0",3,"4,0",5,0,3,1978,,0
573,No,,290.03550973654063,,7,3,,574,4,0,4,1, rEseARcH SCIENTIsT ,4,Divorced,"2342,59$","6090,75$",4,No,14,"3,0",4,Part Time,3,"7,0",3,"4,0",5,2,2,1980,"28111,13$",True
574,Yes,,788.1507936507937,,27,3,Marketing,575,2,1,3,3, SalES EXEcUTIVE ,4,Married,,"16551,17$",1,,22,"4,0",4,Part Time,3,"10,0",3,"2,0",10,1,9,1994,"76390,00$",Yes
575,No,non-travel,556.2566609977324, Research & Development ,1,4,Medical,576,3,0,1,2, maNuFAcTUring DIrecToR ,3,,,"11681,39$",0,,12,"3,0",4,Part Time,1,"6,0",2,"3,0",5,1,4,1992,"53914,11$",Yes
576,Yes,,290.03550973654063,,14,3,,577,3,0,3,1, LaBoRatorY teCHNiciaN ,4,Married,"2342,59$","6090,75$",5,Yes,13,"3,0",3,,1,"8,0",2,"1,0",5,0,4,1990,,False
577,Yes,,290.03550973654063,,29,2,,578,3,0,2,1, laboraTORy teChnICiaN ,2,,"2342,59$","6090,75$",0,No,11,"3,0",2,Part Time,0,,2,"4,0",5,1,4,1992,"28111,13$",Yes
578,No,,670.8412698412699,,6,4,,579,3,0,3,2, sALes EXECUTiVE ,4,,"5418,33$","14087,67$",4,No,14,"3,0",2,,1,,5,"4,0",5,0,1,1986,,1
579,No,,1973.9841269841268, Research & Development ,4,1,,580,1,0,3,5, ResEARCh DIRECtoR ,2,Divorced,"15943,72$","41453,67$",3,No,14,"3,0",1,,2,"28,0",4,"2,0",10,1,6,1973,,False
580,No,travel_frequently,1395.436507936508,,26,3,,581,3,1,3,4, SAlEs ExecuTIVE ,2,Married,,"29304,17$",5,,14,"3,0",4,Full Time,1,,2,,20,4,8,1981,"135250,00$",True
581,No,,556.2566609977324,,2,3,,582,4,0,3,2, saleS eXEcuTiVe ,3,,"4492,84$","11681,39$",1,Yes,11,"3,0",1,,0,"5,0",3,"3,0",5,0,4,1996,,1
582,No,non-travel,655.0555555555557,,1,1,Marketing,583,3,0,3,2, sales exEcutIVe ,2,,"5290,83$","13756,17$",0,Yes,13,"3,0",4,,1,,0,,5,1,4,1996,,Yes
583,No,travel_rarely,556.2566609977324,,6,3,,584,4,0,2,2, MAnUFacTuRING DIREctOR ,2,Single,"4492,84$","11681,39$",6,Yes,15,"3,0",4,Part Time,0,,3,"3,0",5,1,2,1982,"53914,11$",Yes
584,No,travel_rarely,290.03550973654063,,10,3,Medical,585,3,1,3,1, lAboRaTOrY tEcHNiciaN ,1,,"2342,59$","6090,75$",6,No,20,"4,0",2,Part Time,1,,3,"3,0",5,0,3,1986,"28111,13$",True
585,Yes,,658.2539682539682,,-22,2,,586,22,0,2,2, sAles EXECUtIvE ,3,,,"13823,33$",2,Yes,12,"3,0",1,Full Time,2,"8,0",6,"3,0",6,1,0,1983,"63800,00$",1
586,No,,1582.7713464696226,,2,3,,587,3,1,3,4, manaGER ,4,Single,"12783,92$","33238,20$",2,Yes,13,"3,0",3,Full Time,0,,2,"3,0",5,1,2,1968,"153407,07$",False
